office_name,office_category,zone_name,address,city,state,postal_code,latitude,longitude,confidence,score,provider,query_type,query,verification_notes
"Regional Office, FARIDABAD",FARIDABAD,Haryana,"Bhavishya Nidhi Bhawan, Sector 15A, (HR), Faridabad - 121007",Faridabad,,121007,28.39052,77.323094,low,0.527,nominatim,postal_code,"121007, India",string_similarity=0.30; token_overlap=0.29; city_match; postal_match; within_india_bounds
"Regional Office, GURUGRAM (EAST)",GURUGRAM (EAST),Haryana,"Bhavishya Nidhi Bhawan, Plot No.43,Sector 44,, Institutional Area,, Gurugram - 122003",Gurugram,,122003,28.43139,77.074304,low,0.533,nominatim,postal_code,"122003, India",string_similarity=0.33; token_overlap=0.27; city_match; postal_match; within_india_bounds
"Regional Office, GURUGRAM (CENTRAL)",GURUGRAM (CENTRAL),Haryana,"Regional Office, Gurugram (Central), First Floor, Tower-A, C-1, GTPL Info-city 1,, Sector 34, Gurugram - 122004","Sector 34, Gurugram",,122004,28.428003,77.011568,very_low,0.384,nominatim,city_only,"Sector 34, Gurugram, India",string_similarity=0.29; token_overlap=0.21; city_match; postal_missing; within_india_bounds
"Regional Office, GURUGRAM (WEST)",GURUGRAM (WEST),Haryana,"Regional Office, Gurugram (West),, Telephone Exchange Building, Sec- 56,, Gurugram - 122011",Gurugram,,122011,28.426549,77.091583,low,0.54,nominatim,postal_code,"122011, India",string_similarity=0.33; token_overlap=0.30; city_match; postal_match; within_india_bounds
"Regional Office, KARNAL",KARNAL,Haryana,"Bhavishyanidhi Bhawan,SCO-5-8, Sector 12,, (New Mini Secretariat), (HR), Karnal - 132 001",Karnal - 132 001,,,29.695115,76.969829,very_low,0.228,nominatim,city_only,"Karnal - 132 001, India",string_similarity=0.37; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - AMBALA",D.O - AMBALA,Haryana,"Complex No. AMC No. 2043/1, Block-10,, Chandigarh Road, Naraingarh Chowk Crossing, Baldev Nagar,, Ambala City - 134003",Ambala City,,134003,30.378075,76.764645,very_low,0.341,nominatim,city_only,"Ambala City, India",string_similarity=0.18; token_overlap=0.19; city_match; postal_missing; within_india_bounds
"District Office, D.O - PANIPAT",D.O - PANIPAT,Haryana,"EPFO, Property No. 728 P,, Ground Floor, Sector-6, HUDA,, Panipat - 132103",Panipat,,132103,29.389518,76.969089,low,0.48,nominatim,postal_code,"132103, India",string_similarity=0.23; token_overlap=0.20; city_match; postal_match; within_india_bounds
"District Office, D.O - SONIPAT",D.O - SONIPAT,Haryana,"EPFO, Complex No. Ist Floor at R’square,, Above Canara Bank, Agarsain Chowk,, Sonipat - 131001",Sonipat,,131001,28.995376,77.023363,low,0.476,nominatim,city_only,"Sonipat, India",string_similarity=0.24; token_overlap=0.17; city_match; postal_match; within_india_bounds
"District Office, D.O - YAMUNANAGAR",D.O - YAMUNANAGAR,Haryana,"EPFO, Plot No. 2496 Ist Floor,, Ambala Highway Road, Above Dena Bank, Jagadhari,, Yamuna Nagar - 135003",Yamuna Nagar,,135003,30.165864,77.3136,very_low,0.335,nominatim,postal_code,"135003, India",string_similarity=0.34; token_overlap=0.07; city_mismatch; postal_match; within_india_bounds
"Regional Office, ROHTAK",ROHTAK,Haryana,"Rohtak Bhavishya Nidhi Bhawan, Plot no.1, Institutional Area, Sector-3, Opp. The little Shri School,(HR), Rohtak - 1240001",Rohtak - 1240001,,,28.90109,76.580193,very_low,0.192,nominatim,city_only,"Rohtak - 1240001, India",string_similarity=0.28; token_overlap=0.06; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - HISAR",D.O - HISAR,Haryana,"122, Devodas Complex, MC/DC Colony Morh,, Delhi Road, HISAR - 125005",Hisar,,125005,29.196746,75.638342,low,0.522,nominatim,postal_code,"125005, India",string_similarity=0.33; token_overlap=0.22; city_match; postal_match; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, ORISSA (BHUBANESWAR)",ORISSA (BHUBANESWAR),Orissa,"Bhavishyanidhi Bhawan,Unit-9,, Janpath, (Orissa), Bhubaneshwar - 751 022.",Bhubaneshwar - 751 022.,,,20.260296,85.839452,very_low,0.19,photon,city_only,"Bhubaneshwar - 751 022., India",string_similarity=0.24; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, BRAHMAPUR",BRAHMAPUR,Orissa,"1st Floor,PAN Complex,Near Payel Talkies,, New Bus Stand Road,Dist. Ganjam, Odisha, Brahmapur - 760 001",Brahmapur - 760 001,,,19.309813,84.797156,very_low,0.272,nominatim,city_only,"Brahmapur - 760 001, India",string_similarity=0.42; token_overlap=0.18; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - RAYAGADA",D.O - RAYAGADA,Orissa,"Indira Nagar 1st Line,, Near Hotel Tejaswi International, Rayagada - 765001",Rayagada,,765001,19.162853,83.435202,low,0.516,nominatim,postal_code,"765001, India",string_similarity=0.33; token_overlap=0.20; city_match; postal_match; within_india_bounds
"Regional Office, BHUBANESHWAR",BHUBANESHWAR,Orissa,"Regional Office, Bhubneshwar, Janpath, (Orissa), Bhubaneshwar - 751 022",Bhubaneshwar - 751 022,,,20.360544,85.82864,very_low,0.344,photon,full_address,"Regional Office, BHUBANESHWAR, Regional Office, Bhubneshwar, Janpath, (Orissa), Bhubaneshwar - 751 022",string_similarity=0.58; token_overlap=0.25; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - CUTTACK",D.O - CUTTACK,Orissa,"AT - Government Bus Stand, Ist Floor,, Badambadi, PO-Talatelenga Bazar,, Cuttack, Odisha, - 753009","Cuttack, Odisha",,753009,20.458652,85.876488,low,0.543,nominatim,postal_code,"753009, India",string_similarity=0.36; token_overlap=0.27; city_match; postal_match; within_india_bounds
"District Office, D.O - BALASORE",D.O - BALASORE,Orissa,"Near ITI Square,, I.G. Marg,, Balasore,Odisha - 756001","Balasore,Odisha",,756001,21.500642,86.919884,low,0.478,nominatim,city_only,"Balasore,Odisha, India",string_similarity=0.49; token_overlap=0.43; city_mismatch; postal_match; within_india_bounds
"Regional Office, KEONJHAR",KEONJHAR,Orissa,"Bhavishyanidhi Bhawan, NH-49, Tikaragumara, Keonjhar - 758002",Keonjhar,,758002,21.5,85.5,very_low,0.367,nominatim,city_only,"Keonjhar, India",string_similarity=0.27; token_overlap=0.17; city_match; postal_missing; within_india_bounds
"District Office, D.O - BARBIL",D.O - BARBIL,Orissa,"EPFO, AT/PO - Matkambada,, Kalinga Nagar,, Barbil - 758035",Barbil,,758035,22.104861,85.369045,low,0.546,nominatim,city_only,"Barbil, India",string_similarity=0.32; token_overlap=0.33; city_match; postal_match; within_india_bounds
"Regional Office, ROURKELA",ROURKELA,Orissa,"Bhavishyanidhi Bhawan, Panposh Road, (Orissa), Rourkela - 769012",Rourkela,,769012,22.230926,84.86787,very_low,0.352,nominatim,city_only,"Rourkela, India",string_similarity=0.25; token_overlap=0.14; city_match; postal_missing; within_india_bounds
"District Office, D.O - SAMBALPUR",D.O - SAMBALPUR,Orissa,"Shivom Colony, Behind Income Tax Office, Ainthapali, Sambalpur - 768004","Ainthapali, Sambalpur",,768004,21.508338,83.991816,low,0.436,nominatim,city_only,"Ainthapali, Sambalpur, India",string_similarity=0.43; token_overlap=0.22; city_match; postal_missing; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, TELANGANA (HYDERABAD)",TELANGANA (HYDERABAD),Telangana,"Bhavishya Nidhi Bhawan, Opposite Begumpet Railway Station,, Brahmanwadi, Begumpet, Hyderabad,Telangana - 500016","Hyderabad,Telangana",Telangana,500016,17.437999,78.455861,low,0.522,nominatim,postal_code,"500016, India",string_similarity=0.38; token_overlap=0.27; city_mismatch; state_match; postal_match; within_india_bounds
"Regional Office, BANJARA HILLS",BANJARA HILLS,Telangana,"Opp. Begumpet Railway Station,, Brahmanwadi, Begumpet, HYDERABAD - 500016",Hyderabad,,500016,17.437999,78.455861,low,0.536,nominatim,postal_code,"500016, India",string_similarity=0.33; token_overlap=0.29; city_match; postal_match; within_india_bounds
"Regional Office, HYDERABAD (BARKATPURA)",HYDERABAD (BARKATPURA),Telangana,"Bhavishyanidhi Bhawan, No. 3-4-763,, Barkatpura Chaman, (Telangana), Hyderabad - 500027",Hyderabad,,500027,17.394392,78.494502,low,0.521,nominatim,postal_code,"500027, India",string_similarity=0.27; token_overlap=0.30; city_match; postal_match; within_india_bounds
"Regional Office, HYDERABAD (MADHAPUR)",HYDERABAD (MADHAPUR),Telangana,"Bhavishyanidhi Bhawan, No. 3-4-763,, Barkatpura Chaman, (Telangana), HYDERABAD - 500 027.",Hyderabad - 500 027.,,,17.392422,78.467596,very_low,0.172,photon,city_only,"Hyderabad - 500 027., India",string_similarity=0.20; token_overlap=0.09; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, KUKATPALLI",KUKATPALLI,Telangana,"Prashanti Nagar, TSRTC Bus Complex,, 1st and 2nd Floor, Near 'Y' Junction, KUKATPALLI - 500018",Kukatpalli,Telangana,500018,17.4734487,78.4267654,high,1,google_maps,exact_place,"EPFO, near Y Junction behind TSRTC Prashanti Nagar Bus Complex",official_address_match; exact_place_match; postal_match; within_india_bounds
"Regional Office, KARIMNAGAR",KARIMNAGAR,Telangana,"Bhavishyanidhi Bhawan,2-7-271/A,, Behind RTC Bus Stand, Mukarampura,, Karimnagar - 505 001.",Karimnagar - 505 001.,,,18.434812,79.132804,very_low,0.21,nominatim,city_only,"Karimnagar - 505 001., India",string_similarity=0.32; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - ADILABAD",D.O - ADILABAD,Telangana,"H.No: 5-7-100/5,, 2nd Floor, Doctors Lane, Budavarpet,, District: NIRMAL, Telangana State. - 504106","District: Nirmal, Telangana State.",,504106,19.099602,78.34365,very_low,0.397,nominatim,postal_code,"504106, India",string_similarity=0.40; token_overlap=0.23; city_mismatch; postal_match; within_india_bounds
"Regional Office, NIZAMABAD",NIZAMABAD,Telangana,"Bhavishyanidhi Bhawan,, Nyalkal Road, (Telangana), Nizamabad - 503 001",Nizamabad - 503 001,,,18.673269,78.097848,very_low,0.263,nominatim,city_only,"Nizamabad - 503 001, India",string_similarity=0.34; token_overlap=0.25; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, PATANCHERU",PATANCHERU,Telangana,"H.No.12-1, First Floor,, Susheeram Complex, Sangareddy District, Patancheru - 502 319",Patancheru - 502 319,,,17.528609,78.267425,very_low,0.246,nominatim,city_only,"Patancheru - 502 319, India",string_similarity=0.34; token_overlap=0.18; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, SIDDIPET",SIDDIPET,Telangana,"Bhavishya Nidhi Bhawan,19-25/1/1, Hyderabad Road,, Prasanth Nagar, Siddipet - 502103",Siddipet,,502103,18.102792,78.84492,low,0.456,nominatim,postal_code,"502103, India",string_similarity=0.18; token_overlap=0.17; city_match; postal_match; within_india_bounds
"Regional Office, WARANGAL",WARANGAL,Telangana,"Bhavishyanidhi Bhawan,24-7-207/15,, 100' Darga Road,Kazipet,, Warangal - 506004",Warangal,Telangana,506004,17.9851742,79.5369873,high,1,google_maps,exact_place,"EPF Office Warangal, Revenue Colony near NIT",official_address_area_match; exact_place_match; postal_match; within_india_bounds
"District Office, D.O - KHAMMAM",D.O - KHAMMAM,Telangana,"EPFO, District Office, Old Municipal Office Complex, Railway Station Road, Khammam - 507001",Khammam,,507001,17.253824,80.11896,low,0.448,nominatim,postal_code,"507001, India",string_similarity=0.15; token_overlap=0.18; city_match; postal_match; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, ANDHRA PRADESH (VIJAYAWADA)",ANDHRA PRADESH (VIJAYAWADA),Andhra Pradesh,"D.No.26-4-16,17, 2nd Floor, Gnanolive Street, Gandhi Nagar, Vijaywada - 520003",Vijaywada,Andhra Pradesh,520003,16.522721,80.630473,low,0.415,nominatim,postal_code,"520003, India",string_similarity=0.21; token_overlap=0.08; city_mismatch; state_match; postal_match; within_india_bounds
"Regional Office, KADAPA",KADAPA,Andhra Pradesh,"Bhavishyanidhi Bhawan, 1/30, Railway Station Road,, Yerramukkapalli,, Kadapa - 516 004",Kadapa - 516 004,,,14.451567,78.829278,very_low,0.191,nominatim,city_only,"Kadapa - 516 004, India",string_similarity=0.25; token_overlap=0.09; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - ANANTAPUR",D.O - ANANTAPUR,Andhra Pradesh,"13-2-794,ANANTAPUR CO.OP STORES BUILDING,, OPP.RLY FEEDER ROAD,SRINIVASA NAGAR,NEAR ANANTAPUR RLY STATION,, ANANTAPUR - 515001",Anantapur,,515001,14.673444,77.60027,low,0.442,nominatim,postal_code,"515001, India",string_similarity=0.17; token_overlap=0.13; city_match; postal_match; within_india_bounds
"District Office, D.O - KURNOOL",D.O - KURNOOL,Andhra Pradesh,"45-24 J,, Ashok Nagar,, Kurnool - 518005",Kurnool,,518005,15.838532,78.029319,low,0.541,nominatim,postal_code,"518005, India",string_similarity=0.31; token_overlap=0.33; city_match; postal_match; within_india_bounds
"District Office, D.O - NELLORE",D.O - NELLORE,Andhra Pradesh,"D. No. 16-7-168, 3rd Street,, Ramamurthy Nagar,, Nellore - 524002",Nellore,,524002,14.460724,79.988215,low,0.554,maps_co,postal_code,"524002, India",string_similarity=0.42; token_overlap=0.22; city_match; postal_match; within_india_bounds
"District Office, D.O - TIRUPATI",D.O - TIRUPATI,Andhra Pradesh,"R.NO.11,SRIDEVI COMPLEX,, TILAK ROAD,, Tirupati - 527502",Tirupati,,527502,13.63551,79.41989,very_low,0.374,open_meteo,city_only,"Tirupati, India",string_similarity=0.31; token_overlap=0.14; city_match; postal_missing; within_india_bounds
"Regional Office, GUNTUR",GUNTUR,Andhra Pradesh,"Bhavishyanidhi Bhawan, Krishna Nagar,, 3rd Lane,, Guntur - 522 006",Guntur - 522 006,,,16.446245,80.580132,very_low,0.189,nominatim,city_only,"Guntur - 522 006, India",string_similarity=0.23; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - ONGOLE",D.O - ONGOLE,Andhra Pradesh,"5-86-6/1,FIRST FLOOR, OPP.OLD ZILLA PARISHAD,RAMNAGAR 12TH LANE, ONGOLE - 523001",Ongole,,523001,15.504069,80.04304,low,0.445,nominatim,postal_code,"523001, India",string_similarity=0.18; token_overlap=0.13; city_match; postal_match; within_india_bounds
"District Office, D.O - VIJAYAWADA",D.O - VIJAYAWADA,Andhra Pradesh,"ANNADANA SAMAJAM ROAD,, OPP.SUB STATION(APSPDCL),, Vijayawada - 520 002",Vijayawada - 520 002,,,16.511531,80.616047,very_low,0.223,nominatim,city_only,"Vijayawada - 520 002, India",string_similarity=0.34; token_overlap=0.10; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, RAJAMAHENDRAVARAM",RAJAMAHENDRAVARAM,Andhra Pradesh,"BHAVISHYANIDHI BHAWAN, V.L.Puram, MORAMPUDI JUNCTION, RAJAMAHENDRAVARAM - 533107",Rajamahendravaram,,533107,16.993043,81.776772,low,0.417,photon,postal_code,"533107, India",string_similarity=0.43; token_overlap=0.14; city_match; postal_missing; within_india_bounds
"District Office, D.O - BHIMAVARAM",D.O - BHIMAVARAM,Andhra Pradesh,"Building of BSNL Customer Relation Centre,, Nachu Vari Street, Gunupudi, BHIMAVARAM - 534201",Bhimavaram,,534201,16.541592,81.53336,low,0.462,nominatim,postal_code,"534201, India",string_similarity=0.19; token_overlap=0.18; city_match; postal_match; within_india_bounds
"District Office, D.O - ELURU",D.O - ELURU,Andhra Pradesh,"BSNL Bhawan Ground Floor, Near Jute Mill, GNT Road, Eluru - 534002",Eluru,,534002,16.713667,81.10129,low,0.479,nominatim,postal_code,"534002, India",string_similarity=0.24; token_overlap=0.18; city_match; postal_match; within_india_bounds
"District Office, D.O - KAKINADA",D.O - KAKINADA,Andhra Pradesh,"69-7-7/3,Vegulla Papayya Street, Besides Krushi Bhawan (Opp. Boat Club), Kakinada (East Godavari District) - 533003",Kakinada (East Godavari District),,533003,16.973601,82.224028,very_low,0.319,nominatim,postal_code,"533003, India",string_similarity=0.26; token_overlap=0.12; city_mismatch; postal_match; within_india_bounds
"Regional Office, VISAKHAPATNAM",VISAKHAPATNAM,Andhra Pradesh,"Regional Office, Marripalem VUDA Layout,, NAD Post,, Visakhapatnam - 530 009",Visakhapatnam - 530 009,,,17.741428,83.245449,very_low,0.287,nominatim,city_only,"Visakhapatnam - 530 009, India",string_similarity=0.45; token_overlap=0.20; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - SRIKAKULAM",D.O - SRIKAKULAM,Andhra Pradesh,"2-1-15/2, RIMS Hospital Junction, Balaga,, Srikakulam - 532001",Srikakulam,,532001,18.294931,83.893884,low,0.552,nominatim,city_only,"Srikakulam, India",string_similarity=0.42; token_overlap=0.22; city_match; postal_match; within_india_bounds
"District Office, D.O - VIZIANAGARAM",D.O - VIZIANAGARAM,Andhra Pradesh,"Door No. 8-12-64, Beside Himagiri Theatre, SP Bunglow Road,, Vizianagaram - 535003",Vizianagaram,,535003,18.11052,83.391579,low,0.507,maps_co,postal_code,"535003, India",string_similarity=0.32; token_overlap=0.18; city_match; postal_match; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, GUJARAT (AHMEDABAD)",GUJARAT (AHMEDABAD),Gujarat,"Bhavishyanidhi Bhawan, Near Income Tax Circle, Ashram Road (Gujarat), Ahmedabad - 380 014.",Ahmedabad - 380 014.,Gujarat,,23.021537,72.580057,very_low,0.333,nominatim,city_state,"Ahmedabad - 380 014., Gujarat, India",string_similarity=0.26; token_overlap=0.17; city_mismatch; state_match; postal_unavailable; within_india_bounds
"Regional Office, AHMEDABAD",AHMEDABAD,Gujarat,"Bhavishyanidhi Bhawan, Near Income Tax Circle, Ashram Road (Gujarat), Ahmedabad - 380 014",Ahmedabad - 380 014,,,23.021537,72.580057,very_low,0.213,nominatim,city_only,"Ahmedabad - 380 014, India",string_similarity=0.26; token_overlap=0.17; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, VADODARA",VADODARA,Gujarat,"Bhavishyanidhi Bhawan, B/H VMC Ward-6 Office,, Akota Stadium Road, Akota,, Vadodara - 390020",Vadodara,,390020,22.296869,73.170538,low,0.453,nominatim,postal_code,"390020, India",string_similarity=0.16; token_overlap=0.18; city_match; postal_match; within_india_bounds
"Regional Office, BHARUCH",BHARUCH,Gujarat,"2nd & 3rd Floor,Blue Chip Commercial Complex,, Sevashram Road,Near Panch Batti, (Gujarat), Bharuch - 392001",Bharuch,,392001,21.705317,72.990634,low,0.473,nominatim,postal_code,"392001, India",string_similarity=0.21; token_overlap=0.20; city_match; postal_match; within_india_bounds
"Regional Office, NARODA",NARODA,Gujarat,"Shankar Vijay Saw Mill Compound,, Near G.D. High School Bus Stop, Saijpur Bogha, Naroda Road, (Gujarat), NARODA - 382 345",Naroda - 382 345,,,23.066299,72.666182,very_low,0.264,nominatim,city_only,"Naroda - 382 345, India",string_similarity=0.40; token_overlap=0.18; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - HIMMATNAGAR",D.O - HIMMATNAGAR,Gujarat,"3rd Floor, Sankalp Complex, Above New India Assurance Company, Polytechnic Cross Road, Motipura, N.H. 8, Himmatnagar, Dist Sabarkantha - 383001",Dist Sabarkantha,,383001,23.594751,72.968061,very_low,0.349,nominatim,postal_code,"383001, India",string_similarity=0.31; token_overlap=0.17; city_mismatch; postal_match; within_india_bounds
"District Office, D.O - MEHSANA",D.O - MEHSANA,Gujarat,"First Floor,Samarpan Shopping Complex,, Near Radhanpur Char Rasta, Highway Road,, Mehsana - 384 001.",Mehsana - 384 001.,,,23.601263,72.374152,very_low,0.211,nominatim,city_only,"Mehsana - 384 001., India",string_similarity=0.27; token_overlap=0.14; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, RAJKOT",RAJKOT,Gujarat,"Bhavishyanidhi Bhawan, Panchayat Nagar Chowk,, University Road (Gujarat), Rajkot - 360 005",Rajkot - 360 005,,,22.372725,70.745617,very_low,0.253,nominatim,city_only,"Rajkot - 360 005, India",string_similarity=0.30; token_overlap=0.27; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - GANDHIDHAM",D.O - GANDHIDHAM,Gujarat,"Plot No. 251,252, Ward 4A,, Vandana Circle, Rambaug Road, Adipur, Taluka Gandhidham, Kutch - 370205",Kutch,,370205,23.059869,70.082076,very_low,0.366,maps_co,postal_code,"370205, India",string_similarity=0.31; token_overlap=0.23; city_mismatch; postal_match; within_india_bounds
"District Office, D.O - JAMNAGAR",D.O - JAMNAGAR,Gujarat,"403-404, 4th Floor, Swagat Complex,, Opp. Regency Hotel, Pandit Nehru Marg,, Jamnagar - 361006",Jamnagar,,361006,22.454397,70.039267,low,0.474,nominatim,postal_code,"361006, India",string_similarity=0.25; token_overlap=0.14; city_match; postal_match; within_india_bounds
"District Office, D.O - JUNAGADH",D.O - JUNAGADH,Gujarat,"Office No. 201 to 204, 2nd Floor, Crystal Complex,, Chitakhana Chowk, M. G. Road, Junagadh - 362002",Junagadh,,362002,21.534357,70.436369,low,0.463,nominatim,postal_code,"362002, India",string_similarity=0.20; token_overlap=0.17; city_match; postal_match; within_india_bounds
"District Office, D.O - SURENDRANAGAR",D.O - SURENDRANAGAR,Gujarat,"Sant Svaiyanath Circle,, Beside State Bank of India, 80 Feet Road,, Surendranagar - 363030",Surendranagar,,363030,22.733201,71.701878,low,0.525,nominatim,postal_code,"363030, India",string_similarity=0.32; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, SURAT",SURAT,Gujarat,"Bhavishyanidhi Bhawan,, Ghod Dod Road, Ram Chowk,, Surat - 395001",Surat,,395001,21.182129,72.819188,low,0.473,nominatim,postal_code,"395001, India",string_similarity=0.19; token_overlap=0.22; city_match; postal_match; within_india_bounds
"Regional Office, VAPI",VAPI,Gujarat,"CM- 8/5, Snehdeep Commercial Complex,, NH-8, G.I.D.C, Gunjan,, Vapi - 396195",Vapi,,396195,20.364474,72.926303,low,0.465,nominatim,postal_code,"396195, India",string_similarity=0.15; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, VATWA",VATWA,Gujarat,"3rd & 4th floor, Satyam Shivam Sunderam Tower,, Opposite Maninagar Railway Station, Maninagar, VATWA - 380 008.",Vatwa - 380 008.,,,22.993897,72.604083,very_low,0.237,nominatim,city_only,"Vatwa - 380 008., India",string_similarity=0.35; token_overlap=0.14; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - BHAVNAGAR",D.O - BHAVNAGAR,Gujarat,"Shop No.115 & 116, Samved Complex, Opp Dist. Jail, Bhavnagar - 364 001",Bhavnagar - 364 001,,,21.771884,72.141645,very_low,0.225,nominatim,city_only,"Bhavnagar - 364 001, India",string_similarity=0.35; token_overlap=0.09; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - NADIAD",D.O - NADIAD,Gujarat,"3 & 4 Shivalik Complex, Nr. Railway Crossing, Petlad Road, Nr post Office, Nadiad - 387 001",Nadiad - 387 001,,,22.689553,72.87136,very_low,0.165,nominatim,city_only,"Nadiad - 387 001, India",string_similarity=0.19; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, MADHYA PRADESH & CHATTISGARH (BHOPAL)",MADHYA PRADESH & CHATTISGARH (BHOPAL),Madhya Pradesh & Chhattisgarh,"Bhavishyanidhi Bhawan,, 59-Arera Hills, (M.P.), Bhopal - 462 011",Bhopal - 462 011,,,23.240489,77.425199,very_low,0.305,photon,full_address,"Bhavishyanidhi Bhawan,, 59-Arera Hills, (M.P.), Bhopal - 462 011",string_similarity=0.46; token_overlap=0.25; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, RAIPUR (CHATTISGARH)",RAIPUR (CHATTISGARH),Madhya Pradesh & Chhattisgarh,"D-Block, Scheme No. 32,, Indira Gandhi Commercial Complex,, Pandri, Raipur - 492 004",Raipur - 492 004,,,21.238091,81.633699,very_low,0.191,nominatim,city_only,"Raipur - 492 004, India",string_similarity=0.25; token_overlap=0.09; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - BILASPUR",D.O - BILASPUR,Madhya Pradesh & Chhattisgarh,"Ground Floor, BSNL Office Building,, Near Agrasen Chowk, Telipara,, Bilaspur - 495001",Bilaspur,,495001,22.074822,82.134088,low,0.456,nominatim,postal_code,"495001, India",string_similarity=0.17; token_overlap=0.18; city_match; postal_match; within_india_bounds
"Regional Office, BHOPAL",BHOPAL,Madhya Pradesh & Chhattisgarh,"Bhavishyanidhi Bhawan,, 59-Arera Hills, (M.P.), Bhopal - 462 011",Bhopal - 462 011,,,23.240489,77.425199,very_low,0.305,photon,full_address,"Bhavishyanidhi Bhawan,, 59-Arera Hills, (M.P.), Bhopal - 462 011",string_similarity=0.46; token_overlap=0.25; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - ITARASI",D.O - ITARASI,Madhya Pradesh & Chhattisgarh,"Hall No. 104, 1st Floor, BSNL Compound,, Gandhi Nagar,, Itarsi - 461111",Itarsi,,461111,22.574952,77.779428,low,0.48,nominatim,postal_code,"461111, India",string_similarity=0.23; token_overlap=0.20; city_match; postal_match; within_india_bounds
"Regional Office, GWALIOR",GWALIOR,Madhya Pradesh & Chhattisgarh,"Bhavishya NidhiBhawan Near Inter-State Bus Terminal (1SBT),, Morena Link Road, Gwalior (MP, Gwalior - 474005",Gwalior,,474005,26.231609,78.20965,low,0.476,nominatim,postal_code,"474005, India",string_similarity=0.25; token_overlap=0.15; city_match; postal_match; within_india_bounds
"Regional Office, INDORE",INDORE,Madhya Pradesh & Chhattisgarh,"6th-9th Floor, Pradhikaran Bhawan,, 7, Race Course Road, (M.P.), Indore - 452 003",Indore - 452 003,,,22.7559,75.844025,very_low,0.193,nominatim,city_only,"Indore - 452 003, India",string_similarity=0.26; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - DHAR",D.O - DHAR,Madhya Pradesh & Chhattisgarh,"Employees Provident Fund Organization,, First Floor, BSNL Building, Near Power House, Sector 1,, Pithampur, District Dhar(M.P.) - 454775","Pithampur, District Dhar(M.P.)",,454775,22.609522,75.679664,very_low,0.325,nominatim,postal_code,"454775, India",string_similarity=0.23; token_overlap=0.18; city_mismatch; postal_match; within_india_bounds
"District Office, D.O - KHANDWA",D.O - KHANDWA,Madhya Pradesh & Chhattisgarh,"Bapu Sadan, Anand Nagar Main Road, (Infront of Agrawal Dairy), Khandwa(M.P.) - 450 001",Khandwa(M.P.) - 450 001,,,21.820375,76.355542,very_low,0.157,photon,city_only,"Khandwa(M.P.) - 450 001, India",string_similarity=0.16; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, JABALPUR",JABALPUR,Madhya Pradesh & Chhattisgarh,"Scheme No.5, Krishi Upaj Mandi Area,, Vijay Nagar (M.P), Jabalpur - 482 002",Jabalpur - 482 002,,,23.18208,79.926145,very_low,0.314,nominatim,city_only,"Jabalpur - 482 002, India",string_similarity=0.48; token_overlap=0.27; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - CHHINDWARA",D.O - CHHINDWARA,Madhya Pradesh & Chhattisgarh,"Madhuban Colony, Gali No. 3, V.I.P. Road, Chhindwara - 480001",Chhindwara,,480001,22.045102,78.969384,low,0.51,nominatim,postal_code,"480001, India",string_similarity=0.25; token_overlap=0.29; city_match; postal_match; within_india_bounds
